stakeholder,height_m,area_m2,euluc,function
unknown,14.444366333333338,76.87126927533292,,Other
resident,14.716233000000003,31.353272162321765,居住用地,Other
resident,20.284433000000007,17.897274355348948,居住用地,
resident,13.638499666666664,459.4600787470556,居住用地,
resident,15.633499666666667,85.15485694043343,居住用地,
resident,14.19209966666666,181.2517688961646,居住用地,
resident,15.398432999999995,86.24899216618223,居住用地,
unknown,13.678699666666665,96.63776814689712,,
resident,15.045633000000004,277.4983366935699,居住用地,Residence
resident,23.840766333333335,30.377759983456308,居住用地,
resident,23.42976633333334,277.9624869923531,居住用地,
resident,20.69409966666667,661.9600738528488,居住用地,
resident,11.077566333333332,80.5566735026721,居住用地,
resident,14.263433000000001,138.43371768850577,居住用地,Other
resident,13.155499666666666,138.66666042524906,居住用地,Other
unknown,19.140566333333336,23.061386805231407,,Other
resident,35.63229966666667,18.21925071257788,居住用地,Other
resident,15.934833000000005,57.93907423823741,居住用地,
resident,17.097099666666672,15.39622110972843,居住用地,Other
resident,18.06776633333332,25.622505899616726,居住用地,
unknown,18.91729966666667,91.89814947841602,,Other
resident,14.505699666666658,207.46931804351524,居住用地,
resident,14.290233000000002,342.41565575518024,居住用地,
unknown,15.813699666666672,45.45687002151152,,
resident,19.68903300000001,1608.7444512618933,居住用地,
resident,17.781833,275.53998432364517,居住用地,
resident,18.446699666666674,760.3372777461321,居住用地,
resident,14.296099666666665,98.27129709867299,居住用地,
resident,16.118033,256.97306319432914,居住用地,Other
unknown,17.883099666666673,34.35920441655721,,
unknown,14.874233000000004,58.25063116970708,,
resident,26.134299666666653,49.0785204501445,居住用地,
resident,15.838833,177.1101601957614,居住用地,
unknown,17.421699666666672,122.31563243116103,,
resident,12.769766333333331,122.59825881259226,居住用地,Residence
resident,15.267766333333332,109.80792778917134,居住用地,
resident,24.238633,89.17381266321131,居住用地,Residence
resident,14.911299666666665,176.91572033840433,居住用地,Residence
resident,15.157566333333328,79.37211498772461,,Residence
unknown,14.752232999999999,118.19078334752534,,
resident,16.47889966666667,125.19115953550326,居住用地,Other
unknown,18.39556633333334,48.319270479357414,,
resident,15.973966333333331,160.0650525959607,居住用地,
resident,14.906166333333342,176.18550669921262,居住用地,Other
developer,30.370966333333328,180.4377609125287,商务办公用地,Residence
developer,17.210099666666668,176.57570097946862,商务办公用地,
developer,12.081566333333337,174.05339565050866,商务办公用地,
developer,53.80123299999992,391.1426679762037,商务办公用地,Business
developer,11.270033,93.19216368161294,商务办公用地,
developer,88.03509966666667,1148.1066501392893,商务办公用地,Residence
state,46.97289966666661,531.2736601867781,医疗卫生用地,Residence
resident,75.32889966666664,444.23039992820605,居住用地,
state,53.0824996666666,103.75233951615269,医疗卫生用地,Residence
developer,71.6473663333333,837.5703727029733,商务办公用地,Business
developer,42.116299666666606,334.419939582839,商务办公用地,
developer,81.54063300000007,37.270379643563,商务办公用地,Business
developer,95.3271663333335,205.58328734447556,商务办公用地,Business
developer,92.5515663333333,27.670807819645454,商务办公用地,Business
developer,97.40376633333315,434.721224127278,商务办公用地,Business
developer,96.20743299999985,46.14426072287855,商务办公用地,Business
resident,42.048033000000025,35.14330590597671,,
state,51.01689966666657,276.9450569422596,医疗卫生用地,
resident,98.13969966666647,56.71242300933327,居住用地,
resident,76.09069966666664,871.8092520578125,居住用地,
resident,98.78089966666647,175.32578699067003,居住用地,Business
resident,96.93203299999979,35.19855356468164,居住用地,Business
resident,98.28623299999987,581.7258048103337,居住用地,Business
state,12.032166333333336,379.90709884203955,医疗卫生用地,
resident,28.82809966666666,60.11708738587883,居住用地,
resident,28.82809966666666,60.11708738587883,居住用地,
state,13.777032999999996,220.71515153295047,医疗卫生用地,
resident,12.510899666666663,219.34588499913625,居住用地,
resident,15.204499666666663,236.50819632803743,居住用地,
resident,12.228166333333329,68.89916429279253,居住用地,Residence
state,54.786899666666656,155.37237087845148,医疗卫生用地,Residence
state,54.84643299999999,191.9282291309977,医疗卫生用地,Residence
state,13.437299666666638,450.17393006986094,医疗卫生用地,
state,52.983699666666695,389.48402954604194,医疗卫生用地,Residence
state,13.822299666666678,488.2263838591755,医疗卫生用地,Residence
resident,20.305766333333334,22.76061506951254,居住用地,
resident,12.465833,53.89208050994781,居住用地,
resident,11.335032999999992,162.16655158530224,居住用地,Residence
resident,10.386366333333331,103.58245361730039,居住用地,
state,11.42156633333335,288.86793654059517,医疗卫生用地,
resident,9.540899666666665,95.83494322793621,居住用地,
resident,10.521166333333332,120.13191797040734,居住用地,
state,10.311966333333332,280.28948355497477,医疗卫生用地,
resident,9.488233000000001,90.60397981325602,居住用地,
state,18.927366333333335,361.0099044773923,医疗卫生用地,Residence
resident,9.95609966666667,285.29639343370326,居住用地,
state,18.330833,433.04127150192477,医疗卫生用地,
resident,9.918232999999997,274.48369663927286,居住用地,Residence
resident,9.176299666666667,244.32509764780266,居住用地,
state,13.868566333333332,246.53290986502265,医疗卫生用地,
resident,12.977099666666668,31.813288180345562,居住用地,
resident,10.483566333333332,201.57835645251464,居住用地,Residence
resident,11.772299666666663,696.2955717082451,居住用地,
resident,14.222099666666674,85.66052846696336,居住用地,
resident,15.625833000000009,83.2716660153668,居住用地,
unknown,13.122899666666669,937.2106606817441,,
resident,8.347166333333336,123.81968045369344,居住用地,
resident,16.82516633333333,185.56244859808595,居住用地,
resident,11.543833,79.07127936577753,居住用地,
resident,8.475432999999999,120.90601440505418,居住用地,
resident,13.839366333333336,488.8139934284603,居住用地,
resident,9.996699666666666,118.42195685460705,居住用地,
resident,13.42916633333334,270.6701543980547,居住用地,
resident,15.700166333333332,1401.209383575188,居住用地,
resident,14.646833,66.43319739187453,居住用地,
resident,10.163832999999995,90.6149253601898,居住用地,
resident,8.625832999999998,139.43956568047744,居住用地,
resident,10.905499666666676,100.92311648387343,居住用地,
resident,11.213966333333328,121.959301735389,居住用地,
resident,15.377299666666664,173.05539682242426,居住用地,Residence
resident,11.35156633333333,210.8565269006909,居住用地,Residence
resident,10.554032999999997,97.05455763890136,居住用地,
resident,9.394366333333332,105.4281443566632,居住用地,
resident,11.328299666666668,118.60658954100266,居住用地,
resident,22.22016633333333,784.4484098738646,居住用地,
resident,18.858699666666634,44.687119195540674,居住用地,
resident,13.256699666666666,82.29989872040002,居住用地,
resident,18.364233,120.28887828924005,居住用地,Residence
resident,14.864633000000005,183.88538849130896,居住用地,
resident,15.379232999999976,53.30577005981736,居住用地,
resident,16.024433,34.20995162520247,居住用地,
resident,15.633766333333329,137.42049857884612,居住用地,
resident,20.418966333333323,30.74983273566795,居住用地,Residence
resident,31.26603300000001,58.01576114717184,居住用地,Residence
resident,21.42169966666666,312.63960483737173,居住用地,
resident,28.79876633333334,535.0803929008467,居住用地,
resident,29.878299666666663,36.06860991409458,居住用地,Residence
resident,26.99136633333335,112.01718426775072,居住用地,Residence
resident,17.82789966666667,153.42291423132684,居住用地,
resident,14.92076633333334,20.410021082980514,居住用地,
resident,35.76976633333334,255.01182074689942,居住用地,
resident,11.947566333333349,30.92186399263129,居住用地,
resident,13.499233000000016,480.1941360317628,居住用地,
resident,19.96596633333331,137.78556125332017,居住用地,
resident,14.506232999999996,385.37935074691353,居住用地,
resident,13.90316633333333,120.53298509965839,居住用地,Residence
resident,13.813033000000003,116.13845998744257,居住用地,
resident,12.166233000000009,159.21883612121758,居住用地,Residence
resident,17.049566333333317,280.87384386544545,居住用地,Residence
state,14.967166333333331,173.70176554056297,医疗卫生用地,Residence
resident,88.97023299999985,867.3855885652956,居住用地,Business
state,14.642699666666662,112.7374916494893,医疗卫生用地,
state,10.784232999999997,81.89403363968403,医疗卫生用地,
resident,9.581499666666666,349.973467286011,居住用地,
resident,17.296499666666662,55.31386335751971,居住用地,
resident,11.545233000000005,124.14345877886646,居住用地,
resident,19.269299666666672,18.596172181005148,居住用地,
resident,18.03536633333333,28.629398516936508,居住用地,
resident,16.491099666666674,24.381609646803636,居住用地,
resident,30.48236633333336,35.14340023756258,居住用地,Residence
resident,18.300299666666664,214.6751489856522,居住用地,Residence
resident,19.987632999999995,214.40052874217923,居住用地,Residence
resident,10.535899666666662,139.65850459091902,居住用地,Residence
resident,11.595566333333316,643.0644892929618,,Residence
resident,12.223233,891.7772850798426,居住用地,
resident,38.17643300000002,763.9297191842079,居住用地,
resident,11.461766333333337,500.5010273623043,居住用地,Residence
resident,14.834833,390.8714265872522,居住用地,
resident,15.903899666666662,208.88471208389785,居住用地,
resident,14.55849966666666,712.8076607392608,居住用地,Residence
resident,13.28629966666666,221.5391324012793,居住用地,
resident,14.133699666666654,1922.9042746659525,居住用地,Residence
resident,15.488766333333329,242.19727902011397,居住用地,
resident,19.51963300000001,301.0935127846563,居住用地,
resident,33.807166333333335,775.4725473212856,居住用地,
resident,12.653099666666664,238.68207838272423,居住用地,Residence
resident,13.191766333333343,80.32117809584658,居住用地,Residence
resident,31.871832999999995,240.99770182106343,居住用地,Residence
resident,15.361033,186.56909974485512,居住用地,
resident,16.33383299999999,133.4568995915075,居住用地,
resident,13.346099666666664,209.40523251953928,居住用地,Residence
resident,22.070699666666663,26.35750117833755,居住用地,
resident,21.777966333333342,194.80960387488668,居住用地,Residence
resident,31.182232999999986,369.006673573048,居住用地,
resident,13.543099666666672,162.28727108775797,居住用地,Residence
resident,14.080766333333331,496.8197905222776,居住用地,
resident,21.38416633333333,32.97732382002062,居住用地,
resident,37.44929966666667,59.3045433876589,居住用地,
resident,24.927232999999998,43.92923270522777,居住用地,Residence
resident,19.940432999999995,2737.32717357372,居住用地,
resident,8.238233,89.52329503117666,居住用地,
unknown,7.707566333333336,95.97706726334812,,
resident,12.870899666666665,557.9301299969561,居住用地,Residence
resident,11.054232999999998,110.01178930239494,居住用地,Residence
resident,19.961566333333327,331.7320110333905,居住用地,
unknown,8.935566333333332,40.49240931845785,,
resident,15.400433,584.3173532543789,居住用地,Residence
resident,8.950566333333331,37.590204946984116,,Residence
resident,14.868499666666665,287.1963272552076,居住用地,
resident,20.588699666666667,192.22598745793832,居住用地,Residence
resident,16.800366333333336,157.01654205975308,居住用地,
resident,14.277833000000024,293.95714889455525,居住用地,
resident,12.735566333333354,117.27455407215476,居住用地,Residence
resident,16.183699666666634,193.78625463944786,居住用地,Residence
resident,14.423499666666666,161.53139325319603,居住用地,Residence
resident,12.694032999999996,35.66354551532048,居住用地,Residence
resident,12.694232999999985,325.62847937502875,居住用地,
resident,15.935299666666664,36.053823349710505,居住用地,Residence
unknown,13.550833,450.5438879096674,,
resident,23.84836633333334,108.27882699960277,居住用地,
unknown,69.01903299999998,263.11777715762474,,
