building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,50.8,"POLYGON ((386903.3609495874 3947578.08812803, 386906.296033347 3947576.819423292, 386908.5524754851 3947581.9824800524, 386912.0546905697 3947580.462508087, 386908.13830325805 3947571.482213245, 386901.6918079184 3947574.2599153365, 386903.3609495874 3947578.08812803))"
yes,,,,,,10.5,default,90.4,"POLYGON ((387065.094047189 3947746.67265819, 387056.44732104486 3947750.121618016, 387059.0741000457 3947756.6555977925, 387063.9379236056 3947754.7190243294, 387066.2186742319 3947760.3810154786, 387069.99265885435 3947758.8798390543, 387065.094047189 3947746.67265819))"
yes,,,,,,10.5,default,125.2,"POLYGON ((387079.3452434031 3947608.555310933, 387083.2628492835 3947606.952477915, 387080.0689893676 3947599.2497833367, 387070.98211828416 3947602.981648742, 387077.1455727238 3947617.835206726, 387082.3149683614 3947615.7172707096, 387079.3452434031 3947608.555310933))"
yes,,,,,,10.5,default,135.1,"POLYGON ((386920.6532093561 3947583.8919887072, 386913.93989893945 3947568.5352210896, 386908.4479070208 3947570.912508005, 386912.69054195646 3947580.631917883, 386907.51366248104 3947582.8720766203, 386909.97529744805 3947588.5095442114, 386920.6532093561 3947583.8919887072))"
yes,,,,,カザマビル,31.5,levels_x3.5,254.2,"POLYGON ((387032.10107872094 3947617.2868754254, 387028.86276593764 3947609.651323199, 387011.7176999519 3947616.846950292, 387009.58040291886 3947611.7932906407, 387002.8807535968 3947614.5963230743, 387008.26543557004 3947627.2854102794, 387032.10107872094 3947617.2868754254))"
yes,,,,,ニューウエストビル,17.5,levels_x3.5,85.0,"POLYGON ((387078.8101818296 3947726.108645727, 387081.5263355002 3947732.5527487234, 387088.2349678815 3947729.749658533, 387083.99741663807 3947719.697303473, 387075.9470504408 3947723.0610159226, 387077.4683141559 3947726.6581730763, 387078.8101818296 3947726.108645727))"
yes,,,,,,17.5,levels_x3.5,460.4,"POLYGON ((387042.186125906 3947677.884495967, 387062.7805391709 3947669.2917100014, 387054.9959627531 3947650.8200885956, 387033.22199641867 3947659.9159888146, 387037.21711244254 3947669.405633953, 387038.40581978206 3947668.9135138355, 387042.186125906 3947677.884495967))"
yes,,,,,,10.5,default,140.0,"POLYGON ((387058.3827552464 3947737.860921887, 387053.8557104689 3947727.1133672805, 387049.32620421826 3947729.0013252194, 387049.86765737226 3947730.292385393, 387042.4295531393 3947733.3932019477, 387046.41529717215 3947742.860782782, 387058.3827552464 3947737.860921887))"
yes,,,,,,10.5,default,115.2,"POLYGON ((387089.6138622421 3947594.5136989993, 387087.8489397306 3947590.2651182534, 387080.10394448275 3947593.447448802, 387079.2727422323 3947591.438989908, 387068.808052354 3947595.743027133, 387071.40418668475 3947602.0000624666, 387089.6138622421 3947594.5136989993))"
yes,,,,,HF虎ノ門ビルディング,31.5,levels_x3.5,224.0,"POLYGON ((386947.3619972393 3947667.441357202, 386941.28616029036 3947653.08597419, 386934.1453063385 3947656.072165789, 386942.6666174212 3947676.2205343856, 386957.83053150447 3947669.859776261, 386955.3852167748 3947664.0778738772, 386947.3619972393 3947667.441357202))"
yes,,,,,,3.5,levels_x3.5,188.7,"POLYGON ((386899.4633566858 3947670.2358526336, 386914.1935214321 3947663.2260202346, 386909.6666894664 3947652.5118100746, 386895.80660531495 3947658.179363785, 386899.4633566858 3947670.2358526336))"
yes,,,,,瀬戸口ビル,17.5,levels_x3.5,204.4,"POLYGON ((387067.0434135341 3947724.815923784, 387076.6786173646 3947720.7886551027, 387082.648861287 3947718.294461864, 387078.63514798 3947708.760660462, 387072.66489854763 3947711.2548562307, 387071.5637534806 3947708.661871515, 387061.93744869233 3947712.677938748, 387067.0434135341 3947724.815923784))"
yes,,,,,,10.5,default,377.7,"POLYGON ((387035.4072059027 3947695.1100429455, 387046.5641984737 3947690.4421755024, 387038.0328190609 3947670.1940027988, 387026.8758046389 3947674.8618802875, 387031.1042480971 3947684.90323287, 387021.775074413 3947688.7935400503, 387026.07804143336 3947699.000345887, 387035.4072059027 3947695.1100429455))"
yes,,,,,喜助西新橋ビル,24.5,levels_x3.5,190.7,"POLYGON ((387019.1576946135 3947623.863345646, 387022.13496549503 3947630.9031629246, 387028.5284136117 3947628.22606298, 387032.3456547582 3947637.252039578, 387037.93818557163 3947634.9512058347, 387038.8697590888 3947632.032879399, 387032.908020852 3947618.097542241, 387019.1576946135 3947623.863345646))"
yes,,,,,,10.5,default,93.2,"POLYGON ((387076.2422577726 3947583.0575196454, 387080.13666615164 3947592.459713481, 387083.1716144582 3947591.211986696, 387081.6026816961 3947587.426844662, 387084.70962015924 3947586.1449239235, 387084.0837447555 3947584.6219706386, 387092.32403825567 3947581.233672663, 387090.63363797765 3947577.1505474313, 387076.2422577726 3947583.0575196454))"
yes,,,,,ミヤコビル,14.0,levels_x3.5,229.7,"POLYGON ((387016.46502370207 3947703.349098403, 387004.20804162463 3947708.3637870313, 387006.39353713486 3947713.6497961674, 387001.2962028391 3947715.7335832324, 387005.07892547845 3947724.893109476, 387016.10207033687 3947720.38221125, 387014.3275191857 3947716.0893922704, 387020.6585306252 3947713.4907316663, 387016.46502370207 3947703.349098403))"
yes,,,,,,10.5,default,87.6,"POLYGON ((387166.4535396025 3947680.810790093, 387179.3419792347 3947675.610822868, 387176.9594672696 3947669.772600791, 387164.0710202765 3947674.97257125, 387166.4535396025 3947680.810790093))"
yes,,,,,,10.5,default,99.0,"POLYGON ((387180.97003288666 3947676.2114022872, 387189.2471818933 3947672.878191596, 387185.06121598644 3947662.6032685773, 387176.7840586498 3947665.9364829157, 387180.97003288666 3947676.2114022872))"
yes,,,,,,10.5,default,52.5,"POLYGON ((387138.11929571215 3947614.53182925, 387140.2412307687 3947619.8075815877, 387148.8073575496 3947616.4152000486, 387146.6852861782 3947611.1283541056, 387138.11929571215 3947614.53182925))"
yes,,,,,,10.5,default,53.0,"POLYGON ((387205.9129692542 3947680.709553934, 387212.54176352534 3947678.029601534, 387209.7479355638 3947671.164895109, 387203.118996147 3947673.833757767, 387205.9129692542 3947680.709553934))"
yes,,,,,,10.5,default,74.7,"POLYGON ((387137.90717396315 3947614.223904011, 387146.3560606174 3947610.8662887113, 387143.2990125849 3947603.2394916, 387134.85011958843 3947606.5971096177, 387137.90717396315 3947614.223904011))"
yes,,,,,,10.5,default,115.5,"POLYGON ((387169.0141252392 3947686.4137870735, 387172.135188168 3947694.0952472803, 387185.050624165 3947688.883851613, 387181.9295709524 3947681.202387162, 387169.0141252392 3947686.4137870735))"
yes,,,,,,10.5,default,114.1,"POLYGON ((387203.09484384325 3947673.3570446246, 387209.81373339443 3947670.6426671487, 387203.8801942933 3947656.052352774, 387197.16129514267 3947658.7667344483, 387203.09484384325 3947673.3570446246))"
yes,,,,,,10.5,default,106.3,"POLYGON ((387198.993788045 3947681.906669062, 387205.09122930013 3947679.444227302, 387198.99903236964 3947664.478750164, 387192.90158218 3947666.941195834, 387198.993788045 3947681.906669062))"
yes,,,,,,10.5,default,65.9,"POLYGON ((387185.6895577183 3947689.297297875, 387190.6162396139 3947687.315624892, 387185.9349459108 3947675.815609248, 387181.00825846405 3947677.797284658, 387185.6895577183 3947689.297297875))"
yes,,,,,,10.5,default,57.7,"POLYGON ((387142.97152897227 3947625.9409049065, 387151.3034428583 3947622.6402458027, 387148.90096731164 3947616.658068626, 387140.5780998238 3947619.9586149603, 387142.97152897227 3947625.9409049065))"
yes,,,,,,10.5,default,76.2,"POLYGON ((387168.77428951685 3947686.0618389, 387181.7618641184 3947680.8273366042, 387179.71533193626 3947675.7835817114, 387166.7278916517 3947681.0291784983, 387168.77428951685 3947686.0618389))"
yes,,,,,PMO,10.5,default,435.0,"POLYGON ((387099.8218925097 3947724.7214064584, 387124.0774194822 3947714.2962273015, 387117.521521441 3947699.1813782295, 387093.26595938316 3947709.606574209, 387099.8218925097 3947724.7214064584))"
yes,,,,,,10.5,default,76.8,"POLYGON ((387163.9677972492 3947674.685450596, 387176.4149848039 3947669.6685741353, 387174.2564547031 3947664.359997879, 387161.8094014197 3947669.387968862, 387163.9677972492 3947674.685450596))"
yes,,,,,,10.5,default,272.3,"POLYGON ((387173.25957230816 3947612.1889275084, 387185.1674333261 3947607.4673404098, 387178.25448331475 3947589.8942278894, 387175.41020266956 3947588.33285307, 387165.34105141537 3947592.420980502, 387173.25957230816 3947612.1889275084))"
yes,,,,,大和地所レジデンス虎ノ門ビル,59.99,measured,1410.1,"POLYGON ((387200.1714709463 3947647.0027456433, 387188.6348049955 3947618.184025162, 387165.8190299064 3947627.2373414347, 387162.37865573354 3947618.65026969, 387147.42640166194 3947624.586431749, 387162.41261285817 3947661.992057896, 387200.1714709463 3947647.0027456433))"
yes,,,,,,10.5,default,238.4,"POLYGON ((387143.8121226641 3947603.01111018, 387151.3193363428 3947621.752565845, 387158.13781568233 3947619.036886623, 387155.63254228176 3947612.800862243, 387161.8745605124 3947610.314370873, 387156.8729219901 3947597.8311143047, 387143.8121226641 3947603.01111018))"
yes,,,,,,10.5,default,337.5,"POLYGON ((387188.61566863314 3947616.675555117, 387185.3155857521 3947608.441686839, 387172.66917741566 3947613.46107465, 387169.7708103481 3947606.2094342196, 387167.9333483789 3947606.9427307015, 387162.84772153746 3947594.2608541544, 387157.21794471826 3947596.484425377, 387168.50219091424 3947624.6628900548, 387188.61566863314 3947616.675555117))"
yes,,,,,日立愛宕別館,10.5,default,2239.3,"POLYGON ((386922.3495667984 3947732.955825082, 386944.6162690719 3947723.4761984106, 386947.5136608893 3947730.639036726, 386954.3949341383 3947727.889116696, 386951.4411247781 3947720.560591242, 386976.9492667299 3947709.6975280945, 386964.2437908949 3947680.1395702595, 386903.7666363768 3947706.079658524, 386913.00685220904 3947734.350386872, 386914.81100132386 3947738.8314004033, 386923.3404465411 3947735.417073214, 386922.3495667984 3947732.955825082))"
yes,,,,,桔梗備前ビル,21.0,levels_x3.5,320.8,"POLYGON ((387105.0143914562 3947819.2607057095, 387122.0281484362 3947812.4440896655, 387114.4761174759 3947792.305446959, 387110.9463955975 3947790.9413851704, 387109.1717715891 3947791.629523911, 387113.9007619923 3947803.317486365, 387108.4247185113 3947805.5169559377, 387103.84518703667 3947794.1931835203, 387099.69303676666 3947795.854456232, 387104.27257285744 3947807.1782266474, 387100.70593455154 3947808.610195688, 387105.0143914562 3947819.2607057095))"
yes,,,,,,10.5,default,72.6,"POLYGON ((387261.561462587 3947824.3521706155, 387269.1175041901 3947821.27222858, 387265.7361033475 3947813.03936439, 387258.17114520335 3947816.1305155675, 387261.561462587 3947824.3521706155))"
yes,,,,,,10.5,default,318.6,"POLYGON ((387135.6933697351 3947762.9046359044, 387149.23054028983 3947757.4745157035, 387145.6042435372 3947748.5015376895, 387141.7943197243 3947750.025324475, 387135.4485242593 3947734.3420293718, 387125.721250631 3947738.24837445, 387135.6933697351 3947762.9046359044))"
yes,,,,,飯田ビル,10.5,default,40.2,"POLYGON ((387168.30021336133 3947734.313394678, 387171.92049538123 3947732.8253063685, 387167.97066562343 3947723.3239381327, 387164.3595722016 3947724.8230047934, 387168.30021336133 3947734.313394678))"
yes,,,,,新橋東栄ビル,10.5,default,99.5,"POLYGON ((387172.77024209936 3947772.684490224, 387183.94656975695 3947768.116389516, 387180.8173331201 3947760.50159021, 387169.63180526637 3947765.058717754, 387172.77024209936 3947772.684490224))"
yes,,,,,,10.5,default,98.0,"POLYGON ((387077.46907820145 3947750.2429098855, 387090.971862346 3947744.9573525097, 387088.49302153697 3947738.665542336, 387074.9903698432 3947743.962194924, 387077.46907820145 3947750.2429098855))"
yes,,,,,,10.5,default,65.7,"POLYGON ((387199.14750316215 3947781.8014886435, 387204.4699938705 3947779.626211115, 387200.12656202354 3947769.064848812, 387194.7948739743 3947771.2291519064, 387199.14750316215 3947781.8014886435))"
yes,,,,,,10.5,default,69.6,"POLYGON ((387256.5355676963 3947816.362029196, 387265.46035153203 3947812.7100561135, 387262.7051971663 3947806.0334335105, 387253.78040752286 3947809.6854091864, 387256.5355676963 3947816.362029196))"
yes,,,,,明産西新橋ビル,42.0,levels_x3.5,725.7,"POLYGON ((387160.3202288129 3947857.3637030264, 387188.796296218 3947845.6981268614, 387180.08261422254 3947823.8879627907, 387151.3014235925 3947835.7682127594, 387160.3202288129 3947857.3637030264))"
yes,,,,,,10.5,levels_x3.5,41.4,"POLYGON ((387123.2191590795 3947861.3401388354, 387128.6661873095 3947858.996830059, 387125.8871672272 3947852.586792596, 387120.4401356606 3947854.9301029746, 387123.2191590795 3947861.3401388354))"
yes,,,,,,10.5,default,89.0,"POLYGON ((387212.26278080133 3947813.0518563143, 387229.9235218994 3947805.850065524, 387228.1488091516 3947801.5350229098, 387210.4880606171 3947808.7368170023, 387212.26278080133 3947813.0518563143))"
yes,,,,,,10.5,default,82.0,"POLYGON ((387203.1198236376 3947775.239226906, 387214.94474993803 3947770.4188816394, 387212.5067108462 3947764.4815139854, 387200.67286724626 3947769.313068798, 387203.1198236376 3947775.239226906))"
yes,,,,,,10.5,default,70.0,"POLYGON ((386935.88619928196 3947744.576078883, 386940.8669655788 3947742.5824830704, 386935.98767891596 3947730.4860558417, 386931.00690670375 3947732.479654211, 386935.88619928196 3947744.576078883))"
yes,,,,,プロス西新橋ビル,21.0,levels_x3.5,151.2,"POLYGON ((387089.59779652045 3947782.182343908, 387099.6036206767 3947778.117111268, 387093.774030336 3947763.8805354917, 387087.15438495297 3947766.560464271, 387088.6959932622 3947770.334860546, 387085.31871212856 3947771.7089633746, 387089.59779652045 3947782.182343908))"
yes,,,,,,10.5,default,66.7,"POLYGON ((387151.01771146845 3947788.4470207472, 387155.4299639798 3947786.593882512, 387149.9894433847 3947773.7612079307, 387145.5773261766 3947775.625440396, 387151.01771146845 3947788.4470207472))"
yes,,,,,西新橋エクセルアネックスビル,31.5,levels_x3.5,150.9,"POLYGON ((387188.25378690555 3947805.790668114, 387203.90611450735 3947799.401943041, 387200.51531256473 3947791.1470336523, 387184.8539212306 3947797.535879151, 387188.25378690555 3947805.790668114))"
yes,,,,,北村ビル,17.5,levels_x3.5,137.3,"POLYGON ((387195.27711175603 3947826.3687201086, 387213.1809269165 3947819.063969489, 387210.4814479874 3947812.497590205, 387192.56871097005 3947819.813552437, 387195.27711175603 3947826.3687201086))"
yes,,,,,,10.5,default,45.2,"POLYGON ((387194.02711310633 3947766.368854443, 387198.36796062894 3947764.594298497, 387194.6971644345 3947755.6773342197, 387190.3563131369 3947757.4518918456, 387194.02711310633 3947766.368854443))"
yes,,,,,稲川ビル,21.0,levels_x3.5,50.8,"POLYGON ((387132.34007190785 3947863.875702237, 387142.81112567417 3947859.38305734, 387141.03919497936 3947855.289864911, 387130.5681371059 3947859.7825117707, 387132.34007190785 3947863.875702237))"
yes,,,,,,10.5,default,52.1,"POLYGON ((387168.91936388996 3947748.150200982, 387172.737640238 3947746.5708526424, 387167.9006505951 3947734.928606, 387164.0823699299 3947736.507956289, 387168.91936388996 3947748.150200982))"
yes,,,,,永野ビル,14.0,levels_x3.5,73.7,"POLYGON ((387210.6796378338 3947786.0149428076, 387219.5955251738 3947782.374130649, 387216.68139363563 3947775.3001721026, 387207.7655001419 3947778.940986999, 387210.6796378338 3947786.0149428076))"
yes,,,,,,10.5,default,68.8,"POLYGON ((387246.7345221002 3947820.1582444375, 387255.66849013005 3947816.517238238, 387252.95051823434 3947809.917801281, 387244.0166851028 3947813.569901733, 387246.7345221002 3947820.1582444375))"
yes,,,,,,7.0,levels_x3.5,38.4,"POLYGON ((386915.2174097677 3947748.721626368, 386923.9990091728 3947745.2042512917, 386922.4755695235 3947741.440743377, 386913.69382581714 3947744.9470281634, 386915.2174097677 3947748.721626368))"
yes,,,,,,10.5,default,61.2,"POLYGON ((387108.6725171049 3947805.070070613, 387113.2568652388 3947803.2258193893, 387108.6210607579 3947791.747450369, 387104.0365666388 3947793.580612134, 387108.6725171049 3947805.070070613))"
yes,,,,,,10.5,default,55.4,"POLYGON ((387086.8700335764 3947765.554567935, 387093.31855259783 3947762.9433727097, 387090.3009480583 3947755.571241556, 387083.8614755493 3947758.182323896, 387086.8700335764 3947765.554567935))"
yes,,,,,ベルトリービル,10.5,default,245.0,"POLYGON ((387171.8873738438 3947717.372510156, 387190.2145509924 3947709.8848546757, 387185.2173639897 3947697.74542516, 387169.6819689617 3947704.088318327, 387171.56886048533 3947708.679264027, 387168.77705791476 3947709.8240354387, 387171.8873738438 3947717.372510156))"
yes,,,,,,10.5,default,64.8,"POLYGON ((387125.14356392703 3947737.6677528247, 387129.3407205633 3947735.9837350957, 387123.9667715114 3947722.695397146, 387119.76946860034 3947724.368325555, 387125.14356392703 3947737.6677528247))"
yes,,,,,,10.5,default,18.3,"POLYGON ((387147.3851188646 3947809.6483916775, 387151.2490426539 3947808.101733955, 387149.5949121703 3947804.0181384007, 387145.73098683247 3947805.5647967965, 387147.3851188646 3947809.6483916775))"
