stakeholder,height_m,area_m2,euluc,function
resident,28.26589966666665,624.3452825167734,居住用地,Residence
resident,18.642833,420.078599613679,居住用地,Residence
resident,21.914966333333336,390.3748721205894,居住用地,Residence
resident,38.60816633333333,37.08478256986185,居住用地,
resident,19.976099666666663,390.630808994908,居住用地,Residence
resident,21.2095663333333,389.1711695863613,居住用地,Residence
resident,21.77089966666667,389.7042306429198,居住用地,Residence
resident,19.473166333333324,394.3150018999798,居住用地,Residence
resident,13.467833000000011,588.7715292489006,居住用地,
resident,20.386099666666677,531.788545549948,居住用地,
resident,21.719766333333325,389.9162519148948,居住用地,
resident,20.5197663333333,392.7923812539426,居住用地,Residence
resident,13.25729966666669,233.67272331555495,居住用地,Residence
resident,14.703433000000016,100.64573503002585,居住用地,Residence
resident,6.512833000000004,111.70197685906453,居住用地,
resident,6.308233000000008,123.80037718185207,居住用地,
resident,18.851366333333303,624.8140905622537,居住用地,
resident,11.495566333333334,104.27838540061626,居住用地,Residence
resident,7.290766333333346,41.09657457698382,居住用地,
resident,9.081366333333333,820.5548995630108,居住用地,Residence
resident,8.303032999999996,390.22715632658986,居住用地,
resident,28.30769966666667,725.7600490388154,居住用地,Residence
state,16.349632999999976,67.59440357953767,,
resident,15.333499666666672,206.66114696863298,居住用地,
resident,31.110499666666666,295.1886430586931,居住用地,
resident,11.753966333333356,84.28531144862981,居住用地,
resident,16.45483299999997,43.98108069984831,居住用地,
resident,18.691499666666672,411.0889985332374,居住用地,Residence
resident,20.23703299999997,728.0103741441002,居住用地,
resident,17.162099666666663,151.59706591052895,居住用地,Residence
state,18.747633000000004,21.13393246171626,教育科研用地,
resident,20.607766333333327,150.74569052809,居住用地,
resident,14.475499666666662,330.41232338292195,居住用地,Residence
resident,21.366699666666687,531.7827999314749,居住用地,Residence
resident,12.087766333333333,79.05462164312803,居住用地,Residence
resident,19.624033,531.0588219157947,居住用地,
resident,15.203032999999998,1128.9863198104692,居住用地,Residence
resident,8.214299666666676,276.5762581236817,居住用地,Residence
resident,13.20896633333334,231.50858332721515,居住用地,Residence
resident,21.43549966666667,530.2770635290597,居住用地,
resident,25.328433,580.6438962370247,居住用地,Residence
resident,18.94389966666671,354.7105233978614,居住用地,Residence
resident,19.01489966666666,14.690411693124565,居住用地,
resident,6.985299666666657,450.27379753823084,居住用地,
resident,7.475166333333337,117.5707398637405,居住用地,Residence
resident,11.58249966666668,356.497696825116,居住用地,Residence
resident,6.240966333333338,220.2441079562233,居住用地,
resident,6.631233000000007,371.43348899382613,居住用地,Residence
resident,42.96869966666669,939.9998742055797,居住用地,Office
resident,44.92229966666673,137.9864216806461,居住用地,Office
resident,18.30116633333332,313.21903573603305,居住用地,
resident,14.43109966666669,27.975873637211443,居住用地,
state,22.078366333333328,187.34296684158355,教育科研用地,Residence
resident,14.660099666666667,213.556019540931,居住用地,Residence
resident,13.571499666666647,694.9006186133953,居住用地,
resident,15.274033,242.57566994654337,居住用地,Residence
resident,8.743433000000016,52.73886364102522,居住用地,
unknown,16.852966333333327,51.77601506954406,,
state,25.15069966666666,26.35123127773928,交通场站用地,Residence
resident,26.41636633333333,60.38829033091746,,
state,20.45569966666668,568.0581990254503,教育科研用地,Residence
resident,20.417632999999995,284.1686781155528,居住用地,Residence
state,20.554499666666707,187.06653007329592,交通场站用地,
unknown,13.845633000000007,40.32563865190241,,
state,20.242899666666705,729.8917810323147,教育科研用地,Residence
state,20.800433000000005,187.5401713597834,交通场站用地,Residence
state,19.730833000000022,686.109059563632,教育科研用地,Residence
resident,6.998499666666675,106.0794846087013,,
state,5.402233000000005,106.64343074997481,交通场站用地,
state,17.965766333333306,186.04520516584412,交通场站用地,
state,21.759499666666706,682.3485509375431,教育科研用地,Residence
unknown,13.601966333333337,210.07380414114198,,
unknown,12.146766333333336,140.5392260830755,,
resident,21.76303300000003,164.2229285685289,居住用地,Residence
resident,19.217233,544.2716978346745,居住用地,Residence
resident,22.140766333333328,494.79531442227005,居住用地,Residence
resident,6.433233000000004,46.07727266740409,居住用地,
resident,11.928899666666664,273.6928610235847,居住用地,Residence
resident,6.444499666666674,221.75788208774884,居住用地,
resident,14.75656633333331,286.7436849524862,居住用地,
resident,10.289166333333338,151.59759049205263,居住用地,Residence
resident,9.055233000000001,70.26939266140174,,Residence
resident,10.928166333333337,152.09631355765947,,
resident,13.966899666666672,270.6553350192149,居住用地,Residence
resident,11.054832999999999,152.91754555972875,居住用地,Residence
resident,23.844499666666653,17.92648877666592,居住用地,
resident,9.372233,244.4590889024656,居住用地,Residence
resident,12.141899666666662,269.0915621121735,居住用地,
resident,5.458233,86.17405880791074,居住用地,
resident,14.822699666666692,151.43876191155832,居住用地,Residence
resident,6.389899666666671,138.38763139057426,居住用地,
resident,15.28143300000002,268.33698743350806,居住用地,Residence
developer,71.85196633333331,32.94075411713109,商业服务用地,Office
developer,72.87923300000003,74.66572251690972,商业服务用地,Office
developer,69.60543299999998,131.76317596253838,商业服务用地,Office
developer,68.33029966666665,35.13670245885211,商业服务用地,
developer,63.99089966666666,1296.7626002913676,商业服务用地,Business
developer,74.67463300000001,1480.1277535571733,商业服务用地,Residence
