centroid_x,centroid_y,area_m2,height_m,height_developer_led,stakeholder
372504.592,146698.469,1533.300,12.000,10.450,informal
372560.187,146742.820,1145.600,12.000,10.450,informal
371483.810,147866.882,866.000,3.500,3.406,unknown
372055.261,148139.331,1099.300,140.000,129.086,resident
372089.317,148073.414,1131.400,140.000,129.086,resident
371259.581,148039.797,90.600,12.000,11.679,unknown
370746.132,148006.776,624.300,12.000,11.679,unknown
370805.719,148022.068,79.400,12.000,11.679,unknown
371080.181,148232.335,32.700,12.000,11.679,unknown
371075.444,148225.826,29.700,12.000,11.679,unknown
371190.597,148101.932,2707.600,12.000,11.679,unknown
371105.239,147999.629,191.900,3.500,3.406,unknown
371194.828,148046.352,648.700,3.500,5.737,developer
371140.987,148030.192,1086.600,140.000,129.086,resident
371134.809,148092.656,1031.600,140.000,129.086,resident
371731.736,148643.913,46.600,3.500,3.406,unknown
371739.173,148679.005,46.500,3.500,3.406,unknown
371888.619,148626.131,46.600,3.500,3.406,unknown
371888.604,148793.390,90.300,3.500,3.406,unknown
371964.883,148809.330,553.000,7.000,6.813,state
372035.111,148791.589,270.600,3.500,3.406,unknown
372025.702,148759.377,262.800,3.500,3.406,unknown
371989.580,148825.317,1211.700,133.000,122.631,resident
371977.563,148767.980,819.800,133.000,122.631,resident
371178.693,146739.765,243.300,3.500,3.406,unknown
372835.294,148697.416,45.200,3.500,3.406,unknown
372541.611,148778.309,147.600,3.500,3.406,unknown
372576.425,146802.854,320.700,3.500,3.406,unknown
371874.042,146861.232,1048.500,12.000,11.064,resident
371287.065,147123.190,557.800,87.500,85.161,unknown
371240.295,147112.984,569.300,87.500,85.161,unknown
371023.266,147068.670,638.500,12.000,11.679,unknown
371051.729,147048.188,636.800,12.000,11.679,unknown
371072.839,147023.476,277.000,12.000,11.679,unknown
371248.698,146702.897,528.500,42.000,40.877,unknown
372583.532,147850.000,1545.700,12.000,11.679,state
371150.774,146738.289,387.700,3.500,3.406,unknown
371143.401,146720.109,119.900,3.500,3.406,unknown
371223.703,146719.454,53.800,3.500,3.406,unknown
371259.814,146735.087,110.000,3.500,3.406,unknown
371251.601,146762.021,60.300,3.500,3.406,unknown
371205.119,147428.102,168.600,3.500,3.406,unknown
371203.812,147418.042,5.800,3.500,3.406,unknown
371193.562,147422.568,12.600,3.500,3.227,resident
371606.330,146708.591,797.100,14.000,13.626,unknown
371679.974,146704.898,3679.600,14.000,13.626,unknown
371375.176,147124.309,292.600,3.500,3.406,unknown
371409.615,147152.378,28.000,3.500,3.406,unknown
371339.498,147151.844,28.000,3.500,3.406,unknown
371426.616,147174.585,112.300,3.500,3.406,unknown
371375.000,147171.475,48.700,3.500,3.406,unknown
371521.960,146740.965,41.200,3.500,3.406,unknown
371004.994,147120.823,211.500,3.500,3.406,unknown
371304.303,146744.364,106.000,3.500,3.406,unknown
371291.911,146857.537,15.800,3.500,3.406,unknown
372403.058,148032.638,1074.500,12.000,11.679,unknown
373252.783,147424.054,191.400,3.500,3.406,unknown
373340.733,147371.367,207.100,3.500,3.406,unknown
373254.059,147351.800,186.200,3.500,3.406,unknown
373238.501,147389.520,1130.200,12.000,11.064,resident
373318.017,147444.681,2370.700,12.000,11.064,resident
373302.154,147350.415,3479.500,28.000,24.383,informal
373179.203,147404.660,1009.300,3.500,5.737,developer
373284.556,147370.793,719.200,84.000,77.451,resident
373203.266,147336.465,1255.200,105.000,96.814,resident
373214.159,147447.786,1135.300,105.000,96.814,resident
373218.817,148091.841,15.300,12.000,11.679,unknown
373257.304,147999.498,124.800,12.000,11.679,unknown
373195.101,147926.373,3459.100,12.000,11.679,unknown
