building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt,stakeholder,scenario
yes,,,,,Madrasah Al-Irsyad Al-Islamiah,12.0,default,1428.0,"POLYGON ((372292.752007 148447.734617, 372291.94846 148442.572169, 372293.572845 148442.32819, 372293.148742 148439.586675, 372302.45 148438.156174, 372303.878557 148447.397733, 372319.32132 148445.035705, 372318.060162 148436.855376, 372324.846964 148435.812992, 372321.532287 148414.411491, 372314.801111 148415.442793, 372313.584627 148407.616213, 372298.075106 148409.989327, 372299.41437 148418.633942, 372290.024103 148420.075539, 372289.611164 148417.411406, 372286.896445 148417.832781, 372286.126382 148412.891424, 372264.152705 148416.251497, 372269.565605 148451.272146, 372292.752007 148447.734617), (372276.836673 148438.919961, 372274.961042 148425.411265, 372301.452036 148421.783745, 372303.316544 148435.3035, 372276.836673 148438.919961))",unknown,current
yes,,,,,,12.0,default,5021.2,"POLYGON ((370945.034716 148230.436738, 370980.276864 148214.721452, 370978.461301 148210.709222, 370984.880087 148207.842847, 370976.503986 148189.318056, 370970.808287 148191.863483, 370966.44202 148182.203178, 370984.129848 148174.323397, 370970.618933 148144.447196, 370939.64855 148158.258933, 370938.768609 148156.302553, 370912.448235 148168.044743, 370916.859053 148177.79347, 370894.788211 148187.643187, 370905.068992 148210.379166, 370922.011478 148202.820335, 370939.821843 148242.213152, 370922.267521 148250.048657, 370924.628857 148255.243551, 370920.535073 148257.069624, 370928.499066 148274.699128, 370935.474073 148271.589269, 370937.568095 148276.209411, 370989.107494 148253.211981, 370985.944184 148246.226501, 370993.508789 148242.862093, 370986.012619 148226.271571, 370979.271225 148229.281818, 370977.411108 148225.170111, 370943.77088 148240.177097, 370937.26603 148225.786118, 370941.971656 148223.683373, 370945.034716 148230.436738), (370919.085323 148179.727101, 370947.819465 148166.424964, 370955.193096 148182.705996, 370952.124214 148187.151699, 370948.120354 148190.901358, 370943.570796 148193.623128, 370939.020714 148195.239364, 370935.171162 148195.893453, 370930.86512 148195.928659, 370926.291658 148195.168007, 370919.085323 148179.727101), (370968.245681 148208.071833, 370936.841254 148221.65162, 370933.276839 148213.527629, 370964.681273 148199.958897, 370968.245681 148208.071833), (370980.792037 148245.267127, 370930.142321 148267.302322, 370925.67569 148257.177741, 370976.325409 148235.142546, 370980.792037 148245.267127))",unknown,current
garage,parking,,,,,14.0,levels_x3.5,3007.9,"POLYGON ((373177.401464 147248.597972, 373191.505283 147238.066835, 373197.862885 147247.239766, 373202.905781 147252.621349, 373202.061168 147254.821737, 373201.639615 147257.552583, 373202.275582 147261.322135, 373203.656752 147264.472247, 373206.506794 147267.931227, 373210.824785 147269.709128, 373214.307644 147270.127618, 373218.746817 147269.285365, 373223.073849 147266.552713, 373225.386659 147263.201898, 373226.652876 147258.381217, 373226.228123 147254.191467, 373224.646866 147251.461548, 373222.108665 147248.632573, 373220.294314 147247.129896, 373218.480367 147246.500585, 373216.544015 147245.849219, 373214.596885 147245.949617, 373213.361144 147244.490893, 373216.920565 147242.046034, 373214.493544 147239.029068, 373213.592597 147239.714911, 373202.982367 147225.745961, 373199.352734 147220.728548, 373194.119366 147212.494794, 373188.295702 147203.012068, 373184.041802 147195.463287, 373180.24423 147188.201732, 373176.201599 147180.354362, 373172.092341 147172.794458, 373156.952125 147179.854719, 373159.424385 147184.452568, 373140.057006 147193.659507, 373141.115068 147195.870072, 373137.310657 147197.88389, 373138.001256 147199.486585, 373138.959172 147201.68614, 373143.041853 147199.893298, 373147.608224 147209.431883, 373149.966696 147208.579536, 373154.889061 147217.985293, 373161.158153 147228.241682, 373168.618438 147239.868373, 373175.621801 147249.925427, 373177.401464 147248.597972), (373187.51895 147231.656623, 373184.070759 147234.024045, 373179.149388 147226.763011, 373173.770829 147217.357466, 373168.770747 147208.316569, 373163.615166 147199.872729, 373166.974512 147197.870172, 373172.130471 147207.132102, 373177.141475 147215.730782, 373182.742226 147224.395522, 373187.51895 147231.656623), (373212.909528 147254.396621, 373214.823222 147254.17463, 373216.603846 147254.925565, 373217.750614 147256.472772, 373217.985154 147258.374169, 373217.218223 147260.132311, 373215.672141 147261.282774, 373213.74732 147261.504769, 373211.977823 147260.753829, 373210.819933 147259.217683, 373210.596514 147257.305225, 373211.352319 147255.547088, 373212.909528 147254.396621))",informal,current
garage,parking,,,,,14.0,levels_x3.5,2432.3,"POLYGON ((372908.311732 147294.75674, 372908.026819 147280.208128, 372906.914151 147280.219699, 372906.89118 147278.671971, 372899.948155 147278.796798, 372899.9025 147276.320437, 372906.834393 147276.18456, 372906.663535 147267.649965, 372910.913911 147267.570608, 372910.708777 147257.101356, 372903.320687 147257.237444, 372903.149682 147248.382247, 372906.888228 147248.303127, 372906.660411 147236.905242, 372860.473732 147237.788964, 372861.226132 147276.681085, 372864.642009 147276.613169, 372864.699032 147279.609123, 372862.006388 147279.665648, 372862.131951 147286.497752, 372862.314219 147295.640383, 372908.311732 147294.75674), (372891.150962 147263.544594, 372877.309305 147263.551012, 372877.30482 147253.877646, 372891.146477 147253.871228, 372891.150962 147263.544594), (372894.55049 147276.212365, 372894.618593 147279.108817, 372869.10527 147279.717632, 372869.037166 147276.821181, 372894.55049 147276.212365))",informal,current
garage,parking,,,,,14.0,levels_x3.5,4002.9,"POLYGON ((371935.868273 147345.035635, 371812.183474 147345.812065, 371812.187038 147353.429175, 371812.297405 147375.285481, 371813.455871 147378.026658, 371815.537689 147380.402576, 371818.119947 147382.21444, 371820.80186 147382.987057, 371823.939665 147383.107197, 371826.999195 147382.398225, 371829.234703 147380.31878, 371830.947201 147378.129027, 371831.769754 147376.359792, 371834.785087 147376.31416, 371834.831466 147380.316162, 371910.226415 147380.258788, 371910.146522 147375.969365, 371913.540242 147376.089386, 371914.720728 147378.333062, 371916.412984 147380.443836, 371918.694761 147382.134232, 371921.710486 147382.928804, 371925.015031 147382.706153, 371927.7184 147381.776243, 371930.409976 147379.420203, 371932.422639 147376.677545, 371933.010936 147373.63706, 371932.704922 147361.675356, 371936.143071 147361.629528, 371935.868273 147345.035635), (371913.915823 147370.252006, 371910.522181 147370.297814, 371910.551333 147361.254555, 371925.249995 147361.689896, 371925.203152 147356.692918, 371926.193553 147356.946727, 371926.816869 147357.410759, 371927.150992 147358.096032, 371927.298622 147364.474877, 371925.584785 147363.801304, 371921.890617 147363.626146, 371918.986842 147364.290822, 371916.4841 147365.961345, 371914.771545 147368.029488, 371913.915823 147370.252006), (371834.600108 147361.455904, 371834.637718 147370.499133, 371831.244039 147370.467555, 371830.386233 147368.234783, 371828.671744 147366.168241, 371826.16744 147364.50006, 371823.251917 147363.838105, 371819.557913 147364.016718, 371817.844706 147364.691894, 371817.997497 147358.312906, 371818.330979 147357.62732, 371818.942734 147357.162711, 371819.932897 147356.907976, 371819.901855 147361.904992, 371834.600108 147361.455904), (371921.11472 147369.994368, 371923.017144 147369.451769, 371924.920048 147369.937313, 371926.333782 147371.296455, 371926.879872 147373.175603, 371926.391184 147375.077345, 371925.023248 147376.482009, 371923.131946 147377.013548, 371921.217921 147376.539064, 371919.804186 147375.179922, 371919.269218 147373.289714, 371919.746785 147371.399032, 371921.11472 147369.994368), (371820.30623 147370.05257, 371822.253156 147369.498894, 371824.222827 147369.995461, 371825.669963 147371.398809, 371826.227207 147373.333229, 371825.727418 147375.290253, 371824.314996 147376.73916, 371822.368065 147377.281781, 371820.3984 147376.796269, 371818.951263 147375.392921, 371818.394014 147373.447447, 371818.893809 147371.501477, 371820.30623 147370.05257))",informal,current
yes,,,,,Good Shepherd Place,12.0,default,3252.9,"POLYGON ((372821.202489 148231.289925, 372823.143012 148217.049818, 372825.241349 148207.176473, 372831.040893 148212.601908, 372829.406517 148215.278049, 372826.427881 148222.387985, 372825.229589 148229.651864, 372825.535203 148240.773333, 372829.195989 148240.992729, 372829.419111 148242.252927, 372841.65858 148242.468318, 372851.349757 148242.087914, 372856.801182 148240.681348, 372862.018043 148237.340219, 372868.578645 148228.448712, 372871.490655 148221.626246, 372872.230783 148210.139466, 372871.106363 148208.802302, 372868.569166 148208.140169, 372847.528583 148208.149989, 372843.494945 148195.781014, 372835.740705 148198.073076, 372830.145467 148201.270664, 372825.55221 148205.705976, 372826.262765 148202.378004, 372816.55918 148200.016704, 372819.392752 148192.011358, 372824.323262 148194.971872, 372826.415288 148195.413107, 372830.742882 148193.929679, 372848.645321 148193.025846, 372858.792941 148193.175884, 372869.686044 148193.314519, 372872.667514 148192.273932, 372873.567879 148190.349893, 372874.753319 148179.382503, 372875.053115 148178.044675, 372874.674359 148177.083042, 372873.561344 148176.342858, 372827.441386 148176.806591, 372821.111404 148179.186431, 372814.77095 148182.970296, 372811.557755 148188.156723, 372809.548803 148198.826007, 372811.340304 148199.046276, 372808.210638 148216.316086, 372803.136693 148215.953631, 372801.651426 148228.181466, 372805.91309 148228.477968, 372805.097226 148244.563783, 372820.908572 148245.219716, 372821.202489 148231.289925), (372841.138386 148224.547952, 372842.884116 148222.059699, 372845.386523 148219.703756, 372848.512774 148218.950538, 372854.643641 148219.069284, 372853.777611 148223.038534, 372852.031881 148225.526787, 372849.529473 148227.882729, 372846.403223 148228.635948, 372840.283478 148228.506141, 372841.138386 148224.547952))",unknown,current
parking,parking,,,,,14.0,levels_x3.5,2515.7,"POLYGON ((372335.795449 148979.640067, 372331.366857 148979.277329, 372327.172764 148980.694383, 372323.891789 148983.658748, 372322.080035 148987.683731, 372322.037607 148992.094815, 372323.786408 148996.151285, 372327.014573 148999.178916, 372331.187782 149000.669415, 372335.616061 149000.368836, 372339.553954 148998.343861, 372342.133755 148994.97078, 372343.059145 148998.950251, 372403.570678 148985.146851, 372390.570485 148928.903626, 372381.236202 148931.041692, 372381.158159 148930.71007, 372384.350206 148927.922632, 372386.228815 148924.096616, 372386.44935 148919.851278, 372384.978744 148915.849953, 372382.050964 148912.744793, 372378.144681 148911.01095, 372373.860876 148910.946635, 372369.889399 148912.540467, 372366.864356 148915.548932, 372365.252845 148919.496431, 372365.332736 148923.752683, 372367.081452 148927.632269, 372370.209419 148930.53834, 372374.237961 148931.984687, 372374.427588 148932.99063, 372370.667273 148934.064764, 372377.690451 148962.451459, 372373.852105 148963.216082, 372370.593241 148965.881943, 372369.24862 148969.508714, 372370.408393 148975.024761, 372339.701905 148981.738734, 372335.795449 148979.640067), (372372.406663 148918.133262, 372374.420099 148917.082061, 372376.689906 148917.003605, 372378.771023 148917.90916, 372380.251678 148919.622034, 372380.831296 148921.81071, 372380.409523 148924.021968, 372379.052921 148925.835675, 372377.039486 148926.886876, 372374.769678 148926.965332, 372372.688562 148926.059777, 372371.207906 148924.346903, 372370.628293 148922.169283, 372371.061188 148919.946964, 372372.406663 148918.133262), (372329.500866 148986.265156, 372331.514301 148985.213954, 372333.784108 148985.135498, 372335.865225 148986.041052, 372337.345881 148987.753926, 372337.9255 148989.942602, 372337.503727 148992.15386, 372336.147126 148993.967568, 372334.133691 148995.01877, 372331.863885 148995.097226, 372329.782768 148994.191672, 372328.302112 148992.478799, 372327.722493 148990.290123, 372328.155392 148988.078859, 372329.500866 148986.265156))",unknown,current
yes,social_facility,,,,Bishan Home,10.5,levels_x3.5,1570.6,"POLYGON ((372592.689592 148982.459878, 372593.479201 148981.641416, 372593.547354 148984.604201, 372594.861347 148986.825697, 372591.870278 148991.094445, 372600.351329 148996.463328, 372602.997632 148992.537456, 372604.010315 148992.868638, 372604.07732 148993.388205, 372604.300305 148994.349911, 372605.50223 148994.868944, 372607.070935 148994.536548, 372608.705943 148993.231255, 372609.672747 148990.643863, 372610.8746 148991.008123, 372605.42727 149001.093107, 372605.806034 149002.065794, 372606.997004 149002.949658, 372608.120798 149002.949129, 372609.233184 149002.351621, 372614.459831 148996.202423, 372623.196743 149001.460633, 372626.477022 148997.014865, 372630.805084 148996.559564, 372635.290178 148998.779569, 372648.643205 148977.270759, 372645.281906 148975.050226, 372645.426137 148974.165735, 372645.202731 148972.308552, 372643.187863 148970.308492, 372645.867542 148966.37155, 372637.130423 148960.671127, 372633.104728 148965.272019, 372631.691152 148964.233486, 372629.967526 148966.379022, 372626.760955 148961.936303, 372622.209309 148960.158541, 372617.280052 148959.862365, 372613.7642 148960.239897, 372609.214367 148962.32043, 372605.789196 148966.246667, 372604.144329 148970.249455, 372603.546175 148975.96532, 372595.109786 148970.928074, 372588.994107 148979.421411, 372592.689592 148982.459878), (372613.328678 148980.548666, 372612.171421 148980.372326, 372611.057725 148978.183902, 372610.489287 148976.105775, 372613.326205 148975.28635, 372614.528462 148976.512922, 372615.529899 148976.589838, 372617.510166 148975.991922, 372618.744687 148974.841592, 372619.189229 148973.724799, 372623.851082 148973.24723, 372623.896196 148974.540678, 372626.166038 148974.539611, 372628.002723 148976.208096, 372627.770248 148978.728811, 372625.645905 148980.542877, 372620.159084 148977.62686, 372617.656154 148978.844118, 372613.328678 148980.548666))",unknown,current
yes,place_of_worship,,,,Zion Bible Presbyterian Church,10.5,levels_x3.5,2159.1,"POLYGON ((372591.569841 148943.722672, 372595.220784 148946.683773, 372590.37398 148956.105158, 372592.020656 148955.94961, 372593.956453 148955.429101, 372595.22465 148954.908906, 372595.302017 148953.803341, 372594.255761 148953.063128, 372595.000583 148951.647701, 372601.799647 148953.059583, 372605.749336 148952.460741, 372611.422896 148950.235961, 372616.205449 148946.154312, 372618.966329 148949.270606, 372621.868682 148945.632052, 372624.261265 148946.371632, 372624.262034 148948.007815, 372639.492706 148944.286081, 372629.648557 148903.220313, 372629.39215 148902.170181, 372582.587207 148912.805249, 372582.666834 148916.508734, 372580.432393 148920.810292, 372578.040298 148921.109909, 372577.074158 148925.112378, 372580.357328 148926.813349, 372579.013998 148933.192882, 372579.250132 148938.455089, 372580.142636 148943.495882, 372584.251518 148950.171345, 372591.569841 148943.722672), (372608.920914 148929.795909, 372617.529325 148922.053162, 372619.322637 148926.13172, 372609.310883 148930.93442, 372610.13541 148933.388307, 372609.625344 148937.136289, 372607.479372 148940.277, 372604.164495 148942.135846, 372600.359271 148942.347685, 372596.853667 148940.856868, 372608.920914 148929.795909))",state,current
parking,parking,,,,,14.0,levels_x3.5,1634.8,"POLYGON ((372065.489863 147999.692446, 372073.999102 147993.90653, 372045.459863 147948.239384, 372028.869583 147947.572789, 372027.71467 147999.853883, 372065.489863 147999.692446), (372045.314731 147970.935998, 372051.817643 147981.380214, 372047.935911 147984.577018, 372045.176518 147984.655699, 372045.314731 147970.935998))",unknown,current
church,place_of_worship,,,,Toa Payoh Methodist Church,12.0,default,3504.7,"POLYGON ((371656.131078 147513.295835, 371656.329846 147510.067588, 371682.821761 147508.098375, 371682.741997 147504.096387, 371691.777211 147504.689138, 371690.94799 147492.230182, 371695.798499 147490.602776, 371690.641624 147479.549874, 371686.24252 147470.950897, 371683.247611 147467.093994, 371683.465457 147457.088828, 371688.393435 147454.565906, 371678.82032 147422.089862, 371638.669919 147435.153957, 371643.113232 147514.307973, 371656.131078 147513.295835), (371648.984849 147459.769322, 371654.281678 147460.806039, 371658.911492 147463.103375, 371663.463802 147466.218842, 371650.932345 147484.167502, 371656.988365 147490.687302, 371679.080809 147479.334186, 371680.116469 147481.190995, 371659.370712 147493.284185, 371649.890602 147493.067524, 371648.984849 147459.769322))",state,current
residential,,,,,,52.5,levels_x3.5,955.8,"POLYGON ((372194.148946 147692.051523, 372194.078123 147683.362089, 372198.795841 147683.315662, 372198.831335 147687.837264, 372202.024699 147687.81366, 372201.989541 147684.010653, 372203.358125 147683.998958, 372203.381629 147686.67433, 372204.47205 147686.67382, 372204.507813 147691.770298, 372217.348019 147691.653742, 372217.31234 147686.73415, 372225.290181 147686.664089, 372225.254874 147682.540479, 372224.520514 147682.551877, 372224.508747 147681.181025, 372225.77719 147681.169377, 372225.74149 147676.205564, 372224.306145 147676.21729, 372224.294238 147674.547945, 372225.139865 147674.536494, 372225.104584 147670.46816, 372218.717861 147670.526422, 372218.682904 147667.154571, 372215.645314 147667.178101, 372215.669108 147670.47257, 372213.833206 147670.495539, 372213.786668 147666.150827, 372202.125889 147666.255775, 372202.160975 147669.904008, 372202.695053 147669.892703, 372202.718325 147672.070587, 372195.096538 147672.140481, 372195.084538 147670.272141, 372195.852283 147670.271782, 372195.816898 147665.982341, 372184.289634 147666.076172, 372184.325175 147670.697272, 372182.756309 147670.709061, 372182.721265 147667.14927, 372179.861702 147667.172717, 372179.896835 147670.920448, 372172.831379 147670.979028, 372172.866579 147674.870478, 372173.534178 147674.859111, 372173.545822 147675.964635, 372172.154984 147675.976341, 372172.201946 147681.227588, 372173.481517 147681.215934, 372173.493191 147682.387791, 372172.84784 147682.388093, 372172.894399 147686.777026, 372180.627454 147686.707079, 372180.685641 147692.168371, 372194.148946 147692.051523), (372206.005302 147681.886158, 372204.146387 147680.284008, 372204.111953 147678.028743, 372205.635676 147676.657173, 372214.848566 147676.542314, 372216.61825 147677.680183, 372216.652792 147680.167609, 372215.040169 147681.782437, 372206.005302 147681.886158), (372183.507042 147681.918786, 372181.648121 147680.305581, 372181.613687 147678.050316, 372183.137409 147676.678746, 372192.350305 147676.574941, 372194.119984 147677.701755, 372194.154527 147680.189181, 372192.541904 147681.804009, 372183.507042 147681.918786))",resident,current
yes,parking,,,,,20.4,measured,1837.3,"POLYGON ((372581.015261 147908.477196, 372584.032161 147911.814485, 372585.512778 147913.449977, 372590.600304 147919.052633, 372594.819498 147923.693885, 372597.135052 147926.257631, 372598.159237 147927.384792, 372601.864614 147927.769998, 372630.804336 147902.052949, 372632.895292 147900.194685, 372633.851788 147899.331926, 372634.908393 147898.402789, 372639.12367 147894.65308, 372639.16746 147893.116375, 372637.798167 147891.602439, 372614.865265 147866.185978, 372613.285261 147866.164605, 372600.494867 147877.60174, 372601.485656 147878.695751, 372592.354427 147886.858815, 372593.367474 147887.963871, 372586.249346 147894.335039, 372582.412228 147897.76397, 372585.328935 147900.990752, 372583.349204 147902.760523, 372581.658645 147904.264831, 372579.133938 147906.532344, 372579.412255 147906.852817, 372581.015261 147908.477196), (372617.512407 147887.853106, 372619.683283 147890.350589, 372599.94153 147907.871377, 372597.637196 147905.506621, 372617.512407 147887.853106))",unknown,current
parking,,,,,,24.5,levels_x3.5,2139.2,"POLYGON ((372320.611649 146871.57882, 372318.298072 146873.28241, 372317.130213 146874.255819, 372316.285261 146875.726566, 372315.418683 146878.546069, 372315.57606 146881.995249, 372316.957186 146885.023759, 372319.906972 146887.587217, 372323.412453 146888.768506, 372401.486159 146882.651839, 372404.478967 146882.020298, 372407.159881 146880.648197, 372409.250492 146878.016067, 372410.139535 146875.649821, 372410.104554 146872.200586, 372409.357839 146869.569772, 372407.565311 146867.16055, 372404.916417 146865.602983, 372402.74639 146864.940673, 372401.255418 146864.974531, 372400.662364 146857.788865, 372399.983339 146857.159028, 372379.204742 146846.566645, 372376.701219 146846.567808, 372375.210596 146847.353425, 372350.262939 146868.22635, 372345.979261 146868.504722, 372340.671957 146868.860956, 372340.750255 146869.745343, 372323.737958 146870.902995, 372320.611649 146871.57882), (372401.539627 146877.98648, 372399.870494 146877.732983, 372398.423614 146876.871342, 372397.421579 146875.523061, 372397.009129 146873.887069, 372397.264275 146872.228656, 372398.131496 146870.791066, 372399.4885 146869.795459, 372401.135071 146869.385649, 372402.804204 146869.639146, 372404.251084 146870.500787, 372405.253119 146871.849068, 372405.665569 146873.48506, 372405.410423 146875.143473, 372404.543203 146876.581064, 372403.186199 146877.57667, 372401.539627 146877.98648), (372324.489593 146884.124781, 372322.820465 146883.88234, 372321.373579 146883.009643, 372320.371543 146881.661362, 372319.959098 146880.036425, 372320.214243 146878.378012, 372321.081464 146876.940421, 372322.438463 146875.933759, 372324.08504 146875.535003, 372325.754168 146875.777444, 372327.201054 146876.650141, 372328.203089 146877.998422, 372328.615535 146879.623359, 372328.360389 146881.281772, 372327.493169 146882.719363, 372326.13617 146883.726025, 372324.489593 146884.124781))",unknown,current
garage,parking,,,,,21.0,levels_x3.5,3813.6,"POLYGON ((373235.369503 146689.230028, 373238.930494 146690.168086, 373243.058475 146690.077742, 373247.297108 146688.649661, 373250.592839 146693.457184, 373258.642144 146703.591154, 373269.408995 146719.417333, 373285.409289 146743.654157, 373298.627056 146766.068143, 373297.026445 146769.628675, 373294.444563 146768.590669, 373289.011012 146784.711745, 373288.579076 146789.067718, 373289.505254 146794.838139, 373291.876955 146798.540559, 373295.183165 146801.944057, 373300.180258 146804.517631, 373309.617249 146807.807752, 373318.130573 146810.777696, 373318.988381 146813.054685, 373320.547127 146815.231853, 373322.417127 146816.767673, 373324.898904 146817.883111, 373327.524992 146818.268836, 373331.19651 146817.603829, 373333.354562 146816.442032, 373334.989515 146814.97093, 373336.434992 146812.803432, 373337.168405 146810.735761, 373337.36724 146807.595975, 373336.497919 146804.478792, 373334.838894 146802.003177, 373332.746279 146800.290575, 373330.475961 146799.285592, 373328.740022 146798.921568, 373328.327941 146798.070503, 373327.771079 146796.932067, 373332.176269 146794.763207, 373318.077482 146767.982801, 373312.954697 146758.245474, 373297.609775 146731.598302, 373290.049388 146720.026923, 373276.064466 146698.895699, 373264.708218 146683.766272, 373261.635354 146679.67724, 373257.853665 146682.730234, 373254.580499 146678.597072, 373254.757223 146675.766843, 373254.444544 146673.312718, 373253.341546 146670.162476, 373250.713939 146666.482283, 373247.753181 146664.217317, 373243.390748 146662.594202, 373239.563046 146662.374859, 373235.16848 146663.460298, 373231.175159 146666.026959, 373228.87317 146668.736559, 373227.672541 146671.036607, 373226.7617 146674.408882, 373226.741097 146677.990798, 373227.454588 146680.986446, 373229.425713 146684.655886, 373232.253204 146687.473676, 373235.369503 146689.230028), (373241.896864 146680.460197, 373239.760555 146680.516457, 373237.846322 146679.577641, 373236.577089 146677.875715, 373236.264573 146675.775359, 373236.964631 146673.762978, 373238.521708 146672.314021, 373240.579897 146671.749255, 373242.671934 146672.201558, 373244.308191 146673.560602, 373245.12135 146675.528064, 373244.922041 146677.639712, 373243.754552 146679.420147, 373241.896864 146680.460197))",informal,current
parking,parking,,,,,24.5,levels_x3.5,1547.2,"POLYGON ((371894.879157 148793.742985, 371893.154685 148794.097569, 371890.773987 148794.983118, 371888.704999 148796.211235, 371886.947742 148797.826141, 371885.969218 148799.15324, 371885.213218 148800.458124, 371884.290881 148802.957061, 371883.99141 148804.969269, 371884.003518 148807.047662, 371884.460887 148809.534892, 371885.619302 148812.154454, 371887.011012 148814.000035, 371888.769794 148815.61328, 371890.862236 148816.927874, 371894.423304 148818.031724, 371897.994605 148817.24511, 371899.020429 148821.832581, 371905.985015 148820.281549, 371905.806617 148819.496706, 371939.761776 148811.974119, 371937.977757 148804.037247, 371936.015329 148795.293422, 371934.264748 148787.478142, 371933.038238 148782.028452, 371932.424975 148779.287024, 371924.625968 148781.015334, 371924.737455 148781.479604, 371911.086411 148784.504148, 371910.986051 148784.039872, 371894.998644 148787.585119, 371895.076714 148787.972018, 371896.370115 148793.69806, 371894.879157 148793.742985), (371898.458299 148809.561449, 371896.956434 148810.070702, 371895.398669 148810.016161, 371893.740435 148809.265183, 371892.827628 148808.381189, 371892.17051 148807.021695, 371892.113958 148805.075987, 371892.569615 148803.937075, 371893.236779 148803.008113, 371894.22668 148802.211663, 371895.59503 148801.713528, 371897.297452 148801.790112, 371898.276785 148802.176585, 371899.670567 148808.411124, 371898.458299 148809.561449))",unknown,current
